"User-ID";"Location";"Age"
"3775";"port angeles, washington, usa";"57"
"3776";"homer, alaska, usa";"39"
"3777";"didcot, oxfordshire, united kingdom";"27"
"3779";"homer, alaska, usa";NULL
"3780";"eagle river, alaska, usa";NULL
"3782";"fairbanks, alaska, usa";NULL
"3789";"munich, bayern, germany";"25"
"3791";"amadora, lisboa, portugal";"57"
"3792";"sacramento, california, usa";"12"
"3798";"anchorage, alaska, usa";"23"
"3799";"norwich, england, united kingdom";"18"
"3800";"loomis, california, usa";NULL
"3813";"lawrencetown, nova scotia, canada";"12"
"3814";"langhorne, pennsylvania, usa";NULL
"3816";"roma, lazio, italy";"33"
"3817";"columbia, south carolina, usa";"29"
"3821";"scottdale, pennsylvania, usa";"36"
"3823";"zaragoza, aragon, spain";"32"
"3827";"orlando, florida, usa";"23"
"3829";"columbia, south carolina, usa";"28"
"3836";"huntington beach, california, usa";NULL
"3837";"san francisco, california, usa";"21"
"3838";"portland, ,";"32"
"3839";"broomfield, colorado, usa";NULL
"3840";"meriden, connecticut, usa";"46"
"3842";"long beach, california, usa";NULL
"3843";"bradford, vermont, usa";NULL
"3844";"sydney, new south wales, australia";NULL
"3852";"barcelona, catalonia, spain";"30"
"3853";"erie, colorado, usa";NULL
"3856";"auckland, n/a, new zealand";NULL
"3857";"vigo, n/a, spain";"21"
"3860";"berkeley, california, usa";"42"
"3861";"los angeles, california, usa";"37"
"3862";"swampscott, massachusetts, usa";NULL
"3865";"chandler, arizona, usa";"25"
"3869";"chapel hill, north carolina, usa";"38"
"3871";"roseburg, oregon, usa";"50"
"3874";"haarlem, northholland, netherlands";NULL
"3875";"glasgow, scotland, united kingdom";"22"
"3876";"berlin, berlin, germany";"34"
"3879";"cliffside park, new jersey, usa";"40"
"3881";"ottawa, ontario, canada";"34"
"3884";"arlington, washington, usa";"64"
"3885";"burlington, north carolina, usa";NULL
"3886";"whitby, ontario, canada";NULL
"3888";"a coruña, la coruña, spain";"23"
"3890";"anchorage, alaska, usa";NULL
"3893";"dahlonega, georgia, usa";NULL
"3894";"grand canyon, arizona, usa";NULL
"3896";"strasbourg, n/a, france";"32"
"3897";"akron, pennsylvania, usa";NULL
"3902";"sechelt, british columbia, canada";"59"
"3910";"allston, massachusetts, usa";"25"
"3912";"st. john`s, newfoundland, canada";NULL
"3915";"basel, basel-stadt, switzerland";NULL
"3916";"modena, emilia romagna, italy";"36"
"3917";"toronto, ontario, canada";"25"
"3918";"abilene, ,";NULL
"3921";"geneva, illinois, usa";"45"
"3923";"vienna, ,";NULL
"3926";"almaty, n/a, kazakhstan";NULL
"3927";"knoxville, tennessee, usa";NULL
"3930";"barcelona, catalunya, spain";"47"
"3931";"roma, lazio, italy";NULL
"3934";"ankara, \"n/a\", turkey";"33"
"3935";"cannon falls, minnesota, usa";NULL
"3936";"paris, ile de france, france";"40"
"3937";"dortmund, nordrhein-westfalen, germany";"31"
"3938";"los banos, california, usa";"37"
"3939";"kenai, alaska, usa";"53"
"3940";"paris, ile de france, france";"32"
"3943";"detroit, michigan, usa";"40"
"3944";"lloydminster, saskatchewan, canada";NULL
"3947";"volente,tx, texas, usa";NULL
"3948";"asheville, north carolina, usa";NULL
"3950";"ottawa, ontario, canada";NULL
"3951";"clearwater, florida, usa";NULL
"3952";"montevallo, alabama, usa";NULL
"3953";"greenock, scotland, scotland";"35"
"3954";"detroit, michigan, usa";"24"
"3959";"st.clair shores, michigan, usa";"23"
"3960";"herouville-saint-clair, normandie, france";"51"
"3965";"st. peters, missouri, usa";NULL
"3966";"plymouth, michigan, usa";"15"
"3975";"c.m.c.h., new jersey, usa";"29"
"3977";"columbiana, alabama, usa";"63"
"3983";"north oaks, minnesota, usa";NULL
"3985";"medina, ohio, usa";NULL
"3986";"évora, alentejo, portugal";"36"
"3990";"wiesbaden, hessen, germany";"40"
"3991";"monroe, new york, usa";"30"
"3994";"milan, ,";NULL
"3999";"new braunfels, texas, usa";"71"
"4000";"santiago de la ribera, murcia, spain";"28"
"4002";"san francisco, california, usa";NULL
"4005";"los palacios, sevilla, spain";"31"
"4008";"lisboa, lisboa, portugal";"25"
"4016";"port allen, louisiana, usa";"17"
"4017";"new orleans, louisiana, usa";"48"
"4018";"beauport, quebec, canada";NULL
"4020";"congleton, england, united kingdom";"13"
"4024";"nixa, missouri, usa";NULL
"4028";"athens, n/a, greece";"26"
"4032";"rotterdam, zuid holland, netherlands";"26"
"4033";"jerago con orago, lombardia, italy";"23"
"4035";"alameda, california, usa";"60"
"4038";"bethesda, maryland, usa";NULL
"4039";"fredericton, new brunswick, canada";"22"
"4041";"alamogordo, new mexico, usa";"45"
"4044";"eagle mountain, utah, usa";"33"
"4045";"houston, texas, usa";NULL
"4049";"poringland, england, united kingdom";"65"
"4051";"bath, england, united kingdom";"37"
"4052";"oadby, leicestershire,";"64"
"4053";"san francisco, california, usa";NULL
"4055";"guelph, ontario, canada";"52"
"4057";"richmond, north yorkshire, england, united kingdom";NULL
"4059";"portland, ,";NULL
"4060";"aberdeen, scotland, united kingdom";"15"
"4062";"shrewsbury, shropshire, united kingdom";"41"
"4066";"birmingham, alabama, usa";"31"
"4067";"puyallup, washington, usa";NULL
"4069";"austin, texas, usa";NULL
"4070";"ballarat, victoria, australia";NULL
"4075";"lacres, nord-pas de calis, france";"50"
"4076";"barcelona, barcelona, spain";"27"
"4077";"austin, texas, usa";NULL
"4082";"sarnia, ontario, canada";"21"
"4085";"stratford, connecticut, usa";NULL
"4089";"westborough, massachusetts, usa";NULL
"4090";"haskell, new jersey, usa";NULL
"4091";"estill springs, tennessee, usa";"77"
"4092";"hixson, tennessee, usa";"27"
"4096";"newmarket, ontario, canada";"38"
"4097";"coslada, madrid, spain";"24"
"4098";"mei foo, kowloon, hong kong";"30"
"4099";"winchester, hampshire, united kingdom";"29"
"4103";"barcelona, barcelona, spain";"27"
"4107";"kelowna, british columbia, canada";"19"
"4109";"bow, new hampshire, usa";"57"
"4114";"augsburg, bayern, germany";NULL
"4118";"mesa, arizona, usa";"20"
"4119";"kennewick, washington, usa";"13"
"4120";"dickinson, north dakota, usa";NULL
"4122";"portland, oregon, usa";"24"
"4123";"albuquerque, new mexico, usa";NULL
"4124";"ottawa, ontario, canada";"19"
"4127";"dunedin, otago, new zealand";"33"
"4128";"chihuahua, chihuahua, mexico";"23"
"4129";"são paulo, são paulo, brazil";"26"
"4130";"galway, county galway, ireland";NULL
"4131";"hemel hempstead, england, united kingdom";"51"
"4134";"stockach, baden-wuerttemberg, germany";"42"
"4137";"seattle, washington, usa";NULL
"4138";"austin, texas, usa";"20"
"4141";"los angeles, california, usa";NULL
"4143";"san jose, california, usa";NULL
"4144";"winnipeg, manitoba, canada";"31"
"4148";"wallingford, kentucky, usa";"20"
"4149";"highland, utah, usa";NULL
"4157";"birmingham, alabama, usa";"39"
"4159";"abbotsford, british columbia, canada";NULL
"4164";"anchorage, alaska, usa";NULL
"4165";"kasilof, alaska, usa";"53"
"4169";"fairbanks, alaska, usa";"57"
"4170";"douglas, alaska, usa";NULL
"4171";"derry, new hampshire, usa";NULL
"4172";"windermere, florida,";"26"
"4173";"bethesda, maryland, usa";NULL
"4174";"north pole, alaska, usa";"48"
"4177";"anchorage, alaska, usa";"45"
"4179";"fairbanks, alaska, usa";"18"
"4181";"anchorage, alaska, usa";"44"
"4183";"anchorage, alaska, usa";"57"
"4185";"graham, washington, usa";"63"
"4187";"wasilla, alaska, usa";"35"
"4188";"north pole, alaska, usa";"34"
"4189";"palmer, alaska, usa";NULL
"4191";"juneau, alaska, usa";"26"
"4193";"douglas, alaska,";NULL
"4194";"wasilla, ,";NULL
"4195";"fairbanks, alaska, usa";NULL
"4196";"kasilof, alaska, usa";NULL
"4197";"anchorage, alaska, usa";"61"
"4198";"new port richey, florida, usa";"14"
"4199";"fairbanks, alaska, usa";NULL
"4203";"anchorage, alaska, usa";NULL
"4207";"requena, valencia, spain";"19"
"4208";"jerusalem, n/a, israel";NULL
"4209";"adelaide, south australia, australia";"58"
"4215";"regensburg, bavaria, germany";NULL
"4216";"birmingham, england, united kingdom";NULL
"4221";"n/a, connecticut, usa";NULL
"4223";"oldenburg, niedersachsen, germany";"28"
"4224";"munich, bayern, germany";NULL
"4225";"ottawa, ontario, canada";"33"
"4226";"w. melbourne, florida, usa";NULL
"4228";"austin, texas, usa";"41"
"4234";"comfort, texas, usa";NULL
"4241";"madrid, madrid, spain";"20"
"4243";"wheelers hill, victoria, australia";"52"
"4246";"chester twp., new jersey, usa";NULL
"4248";"montreal, quebec, canada";"28"
"4253";"dortmund, nordrhein-westfalen, germany";"36"
"4255";"genève, genève, switzerland";"103"
"4258";"zurich, n/a, switzerland";NULL
"4260";"lyon, n/a, france";"31"
"4263";"sharbot lake, ontario, canada";"71"
"4270";"pavia, lombardia, italy";NULL
"4271";"bergamo, lombardia, italy";NULL
"4273";"minneapolis, minnesota, usa";NULL
"4274";"miranda, nsw, australia";"41"
"4275";"valencia, valencia, spain";"15"
"4278";"copenhagen, n/a, denmark";"40"
"4279";"scholar green, cheshire, united kingdom";"50"
"4285";"adrian, michigan, usa";"50"
"4286";"pittsboro, north carolina, usa";"51"
"4292";"weehawken, new jersey, usa";NULL
"4301";"ft mcmurray, alberta, canada";NULL
"4303";"calgary, alberta, canada";NULL
"4306";"richmond, british columbia, canada";"48"
"4309";"santa monica, california, usa";"34"
"4311";"ann arbor, michigan, usa";NULL
"4317";"slfjk, alberta, brazil";"27"
"4320";"barcelona, catalunya, spain";"26"
"4324";"elda, alicante, spain";"25"
"4328";"milan, lombardia, italy";"24"
"4333";"fuengirola, málaga, spain";"17"
"4334";"rome, lazio, italy";"38"
"4339";"lleida, catalunya, spain";"33"
"4343";"matsudo, chiba, japan";"38"
"4351";"bath, pennsylvania, usa";"73"
"4352";"barcelona, barcelona, spain";"26"
"4358";"whitewright, texas, usa";NULL
"4362";"eden prairie, minnesota, usa";NULL
"4363";"la laguna, canarias, spain";"22"
"4365";"victoria, british columbia, canada";"19"
"4366";"afton, new york, usa";NULL
"4369";"georgetown, texas, usa";"74"
"4370";"kingston, ontario, canada";"46"
"4375";"rockville, connecticut, usa";"32"
"4376";"tuebingen, baden-wuerttemberg, germany";NULL
"4377";"ankara, texas, turkey";"52"
"4385";"albq, new mexico, usa";"33"
"4386";"rio rancho, new mexico, usa";NULL
"4396";"annapolis, maryland, usa";"20"
"4397";"padova, veneto, italy";NULL
"4398";"conegliano, veneto, italy";NULL
"4400";"wilkes-barre, pennsylvania, usa";NULL
"4401";"boston, massachusetts, usa";"28"
"4402";"ross-shire, highland, scotland";NULL
"4418";"san bernardo, california, usa";NULL
"4419";"garland, texas, usa";"29"
"4420";"balgach, st.gallen, switzerland";"24"
"4426";"des moines, iowa, usa";NULL
"4427";"barcelona, n/a, spain";"27"
"4428";"cartagena, murcia, spain";"31"
"4430";"new york, new york, usa";NULL
"4431";"lewisville, texas, usa";NULL
"4432";"oxford, oxon, united kingdom";"64"
"4433";"ploiesti, prahova, romania";"17"
"4435";"roma, lazio, italy";"30"
"4437";"milano, ,";NULL
"4438";"chico, california, usa";"42"
"4439";"ulm, ,";"33"
"4443";"berkeley, california, usa";"59"
"4444";"washington, dc, usa";"29"
"4456";"valencia, valencia, spain";"20"
"4475";"milano, lombardia, italy";NULL
"4479";"viareggio, toscana, italy";"59"
"4483";"aldergrove, british columbia, canada";NULL
"4489";"albuquerque, new mexico, usa";"14"
"4495";"london, england, united kingdom";"59"
"4497";"vienna, n/a, austria";"25"
"4501";"köln, nordrhein-westfalen, germany";NULL
"4504";"magenta, lombardia, italy";NULL
"4506";"soria, soria, spain";"29"
"4508";"istanbul, n/a, turkey";"64"
"4509";"hamburg, hamburg, germany";"30"
"4512";"nice, paca, france";"22"
"4514";"vila nova de famalicão, braga, portugal";"23"
"4515";"rome, lazio, italy";NULL
"4516";"greenville, south carolina, usa";"66"
"4517";"toowoomba, queensland, australia";NULL
"4518";"milano, lombardia, italy";"30"
"4521";"victoria, british columbia, canada";NULL
"4524";"la spezia, liguria, italy";"26"
"4525";"rosario, santa fe, argentina";"31"
"4528";"ljutomer, n/a, slovenia";NULL
"4535";"savona, liguria, italy";"28"
"4537";"firenze, toscana, italy";"34"
"4539";"box hill, victoria, australia";"44"
"4540";"torino, piemonte, italy";NULL
"4541";"atlanta, georgia, usa";"32"
"4544";"vilsbiburg, bayern, germany";NULL
"4545";"ravenna, emilia romagna, italy";"39"
"4547";"cento, ferrara, italy";"24"
"4548";"pesaro, marche, italy";NULL
"4551";"humble, texas, usa";NULL
"4556";"south berwick, maine, usa";NULL
"4558";"fairbanks, alaska, usa";NULL
"4561";"kansas city, missouri, usa";NULL
"4570";"santa monica, california, usa";"40"
"4571";"melbourne, victoria, australia";"23"
"4573";"santa cruz, california, usa";"32"
"4574";"san siego, california, usa";NULL
"4577";"rio linda, california, usa";"34"
"4579";"victoria, british columbia, canada";NULL
"4582";"greenwood village, colorado, usa";NULL
"4584";"derby, derbyshire,";NULL
"4590";"madrid, madrid, spain";"21"
"4591";"salzburg, salzburg, austria";"21"
"4598";"cagliari, sardegna, italy";NULL
"4599";"glendale, california, usa";NULL
"4600";"little rock, arkansas, usa";"32"
"4602";"campobasso, molise, italy";NULL
"4608";"portland, oregon, usa";NULL
"4614";"a coruña, a coruñagalicia, spain";"35"
"4618";"arlington, virginia, usa";"20"
"4619";"huetor vega, granada, españa";"15"
"4622";"norfolk, virginia, usa";"18"
"4639";"norwalk, connecticut, usa";NULL
"4640";"brønshøj, \"n/a\", denmark";NULL
"4653";"santiago, region metropolitana, chile";"29"
"4659";"córdoba, córdoba, argentina";"34"
"4665";"framingham, massachusetts, usa";"23"
"4667";"m?nchen, bayern, germany";"31"
"4669";"victoria, british columbia,";NULL
"4673";"west covina, california, usa";NULL
"4682";"ickleton, england, united kingdom";"44"
"4686";"buenos aires, capital, argentina";NULL
"4694";"buenos aires, buenos aires, argentina";"48"
"4695";"newburgh, indiana, usa";"21"
"4700";"milano, lombardia, italy";"25"
"4702";"denver, colorado, usa";NULL
"4705";"advance, north carolina, usa";NULL
"4706";"orange park, florida, usa";NULL
"4708";"valencia, comunidad valenciana, spain";"25"
"4710";"coazze, piemonte, italy";"43"
"4712";"genova, liguria, italy";NULL
"4714";"mentor, ohio, usa";"22"
"4719";"torino, piemonte, italy";"31"
"4720";"paris, ile de france, france";"30"
"4723";"milano, lombardia, italy";NULL
"4731";"turin, , italy";"46"
"4732";"portland, oregon, usa";NULL
"4733";"terni, umbria, italy";NULL
"4737";"roma, lazio, italy";"31"
"4741";"san vittore olona, lombardia, italy";NULL
"4747";"mexico city, federal district, mexico";NULL
"4753";"raleigh, ,";NULL
"4754";"oakland, california, usa";NULL
"4760";"firenze, toscana, italy";NULL
"4766";"chatham, ontario, canada";NULL
"4768";"belfast, northern ireland, united kingdom";"44"
"4769";"ny, new york, usa";"35"
"4774";"guildford, england, united kingdom";"18"
"4776";"yagoona, new south wales, australia";"13"
"4779";"brasilia, distrito federal, brazil";NULL
"4781";"manchester, new hampshire, usa";"47"
"4784";"arvada, colorado, usa";"21"
"4785";"litchfield, connecticut, usa";"30"
"4786";"brisbane, queensland, australia";NULL
"4787";"rome, lazio, italy";NULL
"4794";"albuquerque, new mexico, usa";"14"
"4795";"rochester, new york, usa";"18"
"4799";"keswick, cumbria, united kingdom";NULL
"4801";"bedford, england, united kingdom";NULL
"4802";"london, england, united kingdom";"28"
"4804";"christchurch, canterbury, new zealand";"13"
"4806";"north bergen, new jersey, usa";"29"
"4807";"minneapolis, minnesota, usa";NULL
"4808";"clinton, michigan, usa";NULL
"4809";"grosse pointe, michigan, usa";NULL
"4811";"montreal, quebec, canada";"50"
"4812";"torino, piemonte, italy";"44"
"4813";"sutherland, scotland, united kingdom";NULL
"4814";"grevenbroich, nordrhein-westfalen, germany";NULL
"4815";"cremona, lombardia, italy";NULL
"4816";"malden, massachusetts, usa";NULL
"4820";"birmingham, alabama, usa";NULL
"4821";"lagrangeville, new york, usa";"44"
"4823";"van nuys, california, usa";"37"
"4824";"são paulo, são paulo, brazil";"27"
"4825";"albufeira, faro/algarve, portugal";"28"
"4830";"boston, massachusetts, usa";NULL
"4832";"midland, ontario, canada";NULL
"4835";"urbana, illinois, usa";"24"
"4838";"munich, bayern, germany";NULL
"4844";"terlingua, texas, usa";NULL
"4845";"surrey, ,";NULL
"4847";"quebec, quebec, canada";NULL
"4849";"bonn, nordrhein-westfalen, germany";"22"
"4850";"huntsville, texas, usa";NULL
"4852";"santa cruz, california, usa";"56"
"4854";"port hope, ontario, canada";NULL
"4864";"atascadero, california, usa";"30"
"4865";"porto, porto, portugal";"33"
"4870";"seattle, washington, usa";"39"
"4873";"rio de janeiro, rio de janeiro, brazil";NULL
"4874";"alcala de henares, madrid, spain";"31"
"4875";"trondheim, sør-trøndelag, norway";"23"
"4878";"mt.pleasant, south carolina, usa";NULL
"4879";"ottawa, ontario, canada";"40"
"4881";"calgary, alberta, canada";NULL
"4886";"getxo, vizcaya, spain";"41"
"4887";"apex, north carolina, usa";NULL
"4893";"yantai, shan dong, china";NULL
"4894";"sacramento, california, usa";"15"
"4895";"moreno valley, california, usa";NULL
"4896";"ploiesti, prahova, romania";"18"
"4900";"washington, dc,";"26"
"4903";"cuneo, piemonte, italy";NULL
"4904";"london, england,";NULL
"4907";"adelaide, south australia, australia";"40"
"4909";"london, england, united kingdom";"31"
"4912";"overland park, kansas, usa";NULL
"4914";"ottawa, ,";NULL
"4916";"pleasant villa, new brunswick, canada";NULL
"4918";"ottawa, ontario, canada";NULL
"4919";"albuquerque, new mexico, usa";"13"
"4921";"houston, texas, usa";NULL
"4929";"north easton, massachusetts, usa";NULL
"4933";"moeville, minnesota, usa";"33"
"4937";"melbourne, victoria, australia";NULL
"4938";"charleston, south carolina, usa";"30"
"4942";"bracebridge, ontario, canada";NULL
"4944";"new orleans, louisiana, usa";NULL
"4945";"madrid, madrid, spain";"31"
"4946";"melbourne, victoria, australia";NULL
"4947";"lisboa, n/a, portugal";"32"
"4948";"geneva, n/a, switzerland";"42"
"4954";"portland, oregon, usa";NULL
"4958";"berkeley, california, usa";NULL
"4965";"savage, minnesota, usa";NULL
"4970";"olympia, washington, usa";"18"
"4972";"tuilla de langreo, asturias, spain";"26"
"4973";"toronto, ontario, canada";"29"
"4974";"maple city, michigan, usa";NULL
"4976";"bothell, washington, usa";NULL
"4980";"arvada, colorado, usa";"21"
"4994";"largo, florida, usa";"16"
"4995";"chicago, illinois, usa";"33"
"4997";"ludwigshafen, rheinland-pfalz, germany";"24"
"4998";"melbourne, florida, usa";"18"
"4999";"aurora, colorado, usa";"54"
"5003";"snohomish, washington, usa";NULL
"5007";"tonbridge, england, united kingdom";"14"
"5011";"barcelona, barcelona, spain";NULL
"5012";"san francisco, california, usa";"21"
"5014";"brisbane, queensland, australia";"25"
"5017";"sydney, new south wales, australia";"22"
"5018";"paris, ile de france, france";"28"
"5021";"pagosa springs, colorado, usa";NULL
"5022";"berlin, germany, germany";NULL
"5025";"calgary, alberta, canada";NULL
"5027";"south auckland, n/a, new zealand";"31"
"5030";"orleans, ontario, canada";NULL
"5031";"urbana, illinois, usa";"20"
"5034";"carlisle, pennsylvania, usa";"21"
"5037";"dodge center, minnesota, usa";"26"
"5038";"ellistown, england, united kingdom";NULL
"5040";"st louis, missouri, usa";NULL
"5048";"montreal, quebec, canada";NULL
"5049";"inver grove heights, minnesota, usa";"32"
"5055";"brunswick, maine, usa";"15"
"5060";"barcelona, barcelona, spain";"29"
"5062";"san francisco, california, usa";"22"
"5066";"miami, florida, usa";"37"
"5073";"sanremo, liguria, italy";"23"
"5075";"byron, georgia, usa";NULL
"5078";"houston, texas, usa";NULL
"5079";"padova, veneto, italy";"29"
"5084";"lisboa, lisboa, portugal";"33"
"5087";"berlin, schleswig-holstein, germany";"32"
"5091";"swieqi, n/a, malta";NULL
"5098";"arese, lombardia, italy";NULL
"5100";"boise, idaho, usa";"36"
"5101";"montreal, quebec, canada";NULL
"5102";"madrid, madrid, spain";"31"
"5109";"messina, italia, italy";NULL
"5117";"zaragoza, zaragoza, spain";"24"
"5118";"torre del greco, campania, italy";NULL
"5120";"edmonton, alberta, canada";NULL
"5124";"bel air, maryland, usa";"37"
"5126";"chula vista, california, usa";"53"
"5127";"castelnovo monti (re), emilia romagna, italy";"33"
"5130";"z?rich, n/a, switzerland";"37"
"5139";"walsall, england, united kingdom";"33"
"5143";"buenos aires, buenos aires, argentina";"43"
"5146";"trieste, friuli venezia giulia, italy";"28"
"5149";"badalona, catalunya, spain";"28"
"5151";"madrid, madrid, spain";"24"
"5153";"matosinhos, porto, portugal";"31"
"5158";"lyon, rhone, france";"21"
"5162";"tehachapi, california, usa";"66"
"5163";"pacific grove, california, usa";NULL
"5165";"houston, texas, usa";NULL
"5170";"newark, california, usa";"18"
"5173";"barcelona, catalunya, spain";"32"
"5175";"woodbury, minnesota, usa";"41"
"5176";"igualada, barcelona, spain";"30"
"5183";"angeles, n/a, philippines";NULL
"5184";"barcelona, catalunya, spain";"25"
"5186";"orange park, florida, usa";"50"
"5194";"benidorm, comunidad valenciana, spain";"20"
"5201";"loulé, algarve, portugal";NULL
"5204";"lyon, rhône-alpes, france";"24"
"5206";"guadalajara, guadalajara, spain";"18"
"5207";"indianapolis, indiana, usa";"34"
"5208";"brest, bretagne, france";"20"
"5209";"medford, new jersey, usa";"48"
"5211";"warrenton, virginia, usa";NULL
"5223";"aljaraque, huelva, spain";"36"
"5224";"great village, nova scotia, canada";NULL
"5225";"edewecht, niedersachsen, germany";"27"
"5226";"pasadena, california, usa";"45"
"5231";"sevilla, n/a, spain";"56"
"5232";"ottawa, ontario,";"30"
"5234";"falmouth, maine, usa";NULL
"5239";"assisi, umbria, italy";NULL
"5242";"coquitlam, british columbia, canada";NULL
"5243";"drayton valley, alberta, canada";"36"
"5249";"norfolk, virginia, usa";NULL
"5258";"barcelona, barcelona, spain";"26"
"5260";"berlin, berlin, germany";"20"
"5264";"hannover, niedersachsen, germany";NULL
"5268";"chandler, arizona, usa";NULL
"5273";"los angeles, california, usa";NULL
"5275";"troy, ontario, canada";NULL
"5277";"bangsar, kuala lumpur, malaysia";"26"
"5281";"rogers, minnesota, usa";NULL
"5285";"atascadero, california, usa";"38"
"5286";"dallas, texas, usa";"18"
"5287";"ottawa, ontario, canada";"22"
"5289";"dunwoody, georgia, usa";NULL
"5290";"victoria, british columbia, canada";NULL
"5293";"cambridge, england, united kingdom";"34"
"5294";"montreal, quebec, canada";"22"
"5295";"edmonds, washington, usa";NULL
"5296";"brooklyn, new york, usa";"34"
"5297";"mont albert, victoria, australia";NULL
"5300";"vittorio veneto, veneto, italy";NULL
"5304";"southampton, england, united kingdom";"29"
"5309";"barcelona, barcelona, spain";"28"
"5310";"ottawa, ontario, canada";NULL
"5311";"torino, piemonte, italy";"34"
"5316";"san antonio, texas, usa";NULL
"5317";"roma, lazio, italy";NULL
"5323";"east quogue, new york, usa";NULL
"5325";"maitland, ontario, canada";NULL
"5327";"goolwa, south australia, australia";"28"
"5328";"albuquerque, new mexico, usa";NULL
"5331";"hull, england, united kingdom";"26"
"5333";"rotterdam, rotterdam, netherlands";"49"
"5337";"tucker, georgia, usa";NULL
"5346";"lynchburg, ,";NULL
"5348";"n/a, n/a, ireland";"37"
"5350";"köln, nordrhein-westfalen, germany";"20"
"5351";"new plymouth, taranaki, new zealand";"74"
"5352";"lisboa, lisboa, portugal";NULL
"5354";"bristol, england, united kingdom";"22"
"5355";"ascot, england, united kingdom";NULL
"5357";"grain valley, missouri, usa";"20"
"5358";"richardson, texas, usa";"52"
"5359";"farmington, connecticut, usa";"55"
"5361";"three rivers, michigan, usa";"72"
"5366";"barcelona, cataluña, spain";"37"
"5367";"cobden, victoria, australia";NULL
"5371";"hollis, maine, usa";NULL
"5372";"condon, oregon, usa";"68"
"5375";"placerville, california, usa";"47"
"5376";"portland, maine, usa";"41"
"5383";"jiangmen, guangdong, china";"22"
"5385";"loomis, california, usa";"30"
"5386";"torino, ,";"22"
"5396";"guangzhou, n/a, china";"32"
"5400";"sondrio, lombardia, italy";"26"
"5403";"edmonton, alberta, canada";NULL
"5409";"pottstown, pennsylvania, usa";NULL
"5410";"melrose, new york, usa";"66"
"5413";"ranfurly,, central otago, new zealand";"54"
"5414";"lakewood, washington, usa";NULL
"5416";"albany, oregon, usa";NULL
"5418";"elvas, elvas, portugal";"26"
"5419";"burford, ontario, canada";NULL
"5424";"boulder, colorado, usa";NULL
"5426";"greensboro, north carolina, usa";"32"
"5427";"leicestershire, florida, united kingdom";"11"
"5429";"sacramento, california, usa";"51"
"5430";"fruitland, iowa, usa";"47"
"5431";"torino, piemonte, italy";NULL
"5439";"houston, texas, usa";"66"
"5441";"south royalton, vermont, usa";"65"
"5443";"east berlin, pennsylvania, usa";NULL
"5444";"cremona, lombardia, italy";NULL
"5446";"berlin, berlin, germany";NULL
"5448";"pine bush, new york, usa";"14"
"5451";"murphysboro, illinois, usa";"24"
"5452";"reseda, california, usa";"26"
"5453";"melbourne, victoria, australia";NULL
"5458";"adelaide, south australia, australia";NULL
"5459";"frederick, maryland, usa";NULL
"5460";"cagliari, sardegna, italy";NULL
"5462";"denton, texas, usa";NULL
"5463";"madrid, madrid, spain";"31"
"5464";"dortmund, nordrhein-westfalen, germany";"24"
"5465";"dortmund, ,";NULL
"5466";"lawrenceville, georgia, usa";"44"
"5468";"no comment, wisconsin, usa";"15"
"5469";"savannah, georgia, usa";"26"
"5471";"barcelona, catalunya, spain";"60"
"5472";"bloomington, indiana, usa";NULL
"5474";"lincoln park, michigan, usa";NULL
"5476";"chester, ,";NULL
"5479";"statesboro, georgia, usa";"27"
"5483";"bayan lepas, penang, malaysia";"20"
"5489";"christchurch, canterbury, new zealand";"60"
"5490";"lake charles, louisiana, usa";"33"
"5492";"pittsburgh, pennsylvania, usa";"48"
"5498";"cobourg, ontario, canada";NULL
"5499";"lakeland, tennessee,";"60"
"5501";"reno, nevada, usa";NULL
"5502";"bloomington, indiana, usa";"0"
"5504";"maplewood, missouri, usa";NULL
"5505";"earth, milky way, space";NULL
"5506";"cortlandt manor, new york, usa";"19"
"5507";"ila, georgia, usa";NULL
"5513";"salamanca, salamanca, spain";"17"
"5517";"milwaukee, wisconsin, usa";"53"
"5526";"dale city, virginia, usa";"49"
"5531";"san francisco, california, usa";NULL
"5535";"bruxelles, bruxelles-capitale, belgium";"22"
"5536";"soquel, california, usa";NULL
"5537";"barceloneta, puerto rico, usa";NULL
"5539";"austin, texas, usa";"32"
"5540";"york, england, united kingdom";"23"
"5543";"cumberland, maryland, usa";"29"
"5553";"london, england, united kingdom";"23"
"5555";"perigny, poitou-charentes, france";NULL
"5559";"lakeland, florida, usa";"37"
"5562";"london, n/a, united kingdom";"26"
"5564";"christchurch, canterbury, new zealand";"44"
"5576";"halifax, nova scotia, canada";"23"
"5580";"edmonton, alberta, canada";NULL
"5581";"newtown, new south wales, australia";"22"
"5582";"seattle, washington, usa";"26"
"5584";"east greenwich, rhode island, usa";NULL
"5585";"arlington, virginia, usa";"39"
"5587";"overton, hampshire, united kingdom";NULL
"5591";"webster, florida, usa";"58"
"5593";"lisboa, lisboa, portugal";"32"
"5595";"cheongju, choongbuk, south korea";NULL
"5597";"ajax, ontario, canada";"25"
"5599";"edinburgh, ,";"38"
"5600";"dallas, texas, usa";NULL
"5604";"hattenhofen, bayern, germany";"48"
"5608";"melbourne, victoria, australia";NULL
"5609";"oradea, bihor, romania";"25"
"5611";"kuala lumpur, federal territory, malaysia";"27"
"5614";"felgueiras, porto, portugal";NULL
"5615";"torino, piemonte, italy";NULL
"5619";"paris, n/a, france";"52"
"5622";"são paulo, são paulo, brazil";"19"
